"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3981746";"";"0";"338.41";"0";"3.11";"BDBM216384";"CCCN(C)C(=O)c1ccc(NC(=O)N2Cc3ccncc3C2)cc1";"IC50";"'='";"450";"nM";"6.35";"";"380023";"UO_0000065";"18.75";"0.35";"3.24";"9.68";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3933464";"";"0";"354.41";"0";"2.39";"BDBM216391";"COCC(C)NC(=O)c1ccc(NC(=O)N2Cc3ccncc3C2)cc1";"IC50";"'='";"186";"nM";"6.73";"";"380030";"UO_0000065";"18.99";"0.35";"4.34";"8.05";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3896526";"";"0";"364.45";"0";"3.55";"BDBM216392";"O=C(Nc1ccc(cc1)C(=O)NCC2CCCC2)N3Cc4ccncc4C3";"IC50";"'='";"4.17";"nM";"8.38";"";"380031";"UO_0000065";"22.99";"0.42";"4.83";"11.27";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3977151";"";"0";"382.46";"0";"3.17";"BDBM216395";"CC(C)OCCCNC(=O)c1ccc(NC(=O)N2Cc3ccncc3C2)cc1";"IC50";"'='";"16.5";"nM";"7.78";"";"380034";"UO_0000065";"20.35";"0.38";"4.61";"9.31";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3916340";"";"0";"417.43";"0";"4.68";"BDBM216209";"Fc1ccc2CN(Cc2c1)C(=O)Nc3ccc(cc3)C(=O)NC4CCC(F)(F)CC4";"IC50";"'='";"49.3";"nM";"7.31";"";"380379";"UO_0000065";"17.51";"0.33";"2.63";"11.89";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3899713";"";"0";"424.5";"0";"4.11";"BDBM216212";"Cc1nc(CCNC(=O)c2ccc(NC(=O)N3Cc4ccc(F)cc4C3)cc2)cs1";"IC50";"'='";"11.7";"nM";"7.93";"";"380382";"UO_0000065";"18.69";"0.36";"3.82";"10.67";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3901317";"";"0";"377.44";"0";"3.1";"BDBM216178";"O=C(Nc1ccc(cc1)C(=O)N2CC3CCOC3C2)N4Cc5ccccc5C4";"IC50";"'='";"128";"nM";"6.89";"";"380159";"UO_0000065";"18.26";"0.34";"3.79";"11.14";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3934100";"";"0";"498.67";"1";"5";"BDBM217211";"O=C(Nc1ccc(CCN(CCCN2CCOCC2)Cc3ccccc3)cc1)N4Cc5ccccc5C4";"IC50";"'='";"4.65";"nM";"8.33";"";"380164";"UO_0000065";"16.71";"0.31";"3.33";"17.34";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3924514";"";"0";"340.38";"0";"1.74";"BDBM216411";"OCCCNC(=O)c1ccc(NC(=O)N2Cc3ccncc3C2)cc1";"IC50";"'='";"82.6";"nM";"7.08";"";"380067";"UO_0000065";"20.81";"0.39";"5.34";"7.49";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3978638";"";"0";"381.48";"0";"3.73";"BDBM216061";"COCCN(C(C)C)C(=O)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1";"IC50";"'='";"1630";"nM";"5.79";"";"379453";"UO_0000065";"15.17";"0.28";"2.06";"9.35";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3951369";"";"0";"429.52";"1";"5.14";"BDBM217162";"O=C(CC1CCCC1)Nc2ccc(NC(=O)N3Cc4ccc(cc4C3)c5cc[nH]n5)cc2";"IC50";"'='";"2.47";"nM";"8.61";"";"379872";"UO_0000065";"20.04";"0.37";"3.47";"9.55";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3952828";"";"0";"365.44";"0";"1.97";"BDBM216421";"O=C(Nc1ccc(cc1)C(=O)NC[C@H]2CCNC2)N3Cc4ccncc4C3";"IC50";"'='";"46.3";"nM";"7.33";"";"380172";"UO_0000065";"20.07";"0.37";"5.36";"8.49";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3961513";"";"0";"393.49";"0";"2.7";"BDBM216423";"CN1CCC(CNC(=O)c2ccc(NC(=O)N3Cc4ccncc4C3)cc2)CC1";"IC50";"'='";"15.4";"nM";"7.81";"";"380175";"UO_0000065";"19.85";"0.37";"5.11";"10.07";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3963786";"";"0";"394.45";"0";"2.81";"BDBM216181";"Fc1ccc2CN(Cc2c1)C(=O)Nc3ccc(cc3)C(=O)N4CCC5(CNC5)C4";"IC50";"'='";"466";"nM";"6.33";"";"380176";"UO_0000065";"16.05";"0.3";"3.52";"9.79";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3940652";"";"0";"436.53";"0";"4.12";"BDBM216188";"Fc1ccc2CN(Cc2c1)C(=O)Nc3ccc(cc3)C(=O)N4CCCC5(CCCCN5)C4";"IC50";"'='";"1840";"nM";"5.74";"";"380183";"UO_0000065";"13.14";"0.24";"1.62";"8.87";"False";"CHEMBL3888191";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 2:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1287128.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3918406";"";"0";"406.45";"0";"4.61";"BDBM217089";"O=C(Nc1ccc(cc1)C2=CNC(=O)c3ccccc23)N4Cc5ccc(cc5C4)C#N";"IC50";"'='";"9.74";"nM";"8.01";"";"379573";"UO_0000065";"19.71";"0.35";"3.4";"9";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
"CHEMBL3914997";"";"0";"396.45";"0";"3.66";"BDBM217091";"O=C(Nc1ccc(cc1)C2=NNC(=O)Cc3ccccc23)N4Cc5ccccc5C4";"IC50";"'='";"70.7";"nM";"7.15";"";"379575";"UO_0000065";"18.04";"0.33";"3.49";"9.69";"False";"CHEMBL3888190";"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Binding Assay : Probe 1:The assay was carried out in 18 uL low volume plates (Owens Corning) in reaction buffer (50 mM HEPES (NaOH), pH 7.5, 100 mM NaCl, 10 mM MgCl2, 1 mM DTT, 1% Glycerol) using 6.8 nM recombinant, human, C-terminally-His tagged NAMPT, 1 nM Tb-anti-His antibody (Invitrogen, Cat #PV5895), and 200 nM probe (Oregon Green 488-conjugated APO0866; A-1251667.0. Plates were covered, and reactions were carried out for 2-3 hours. Plates were read with Envision (Laser Lantha low volume protocol) after 2 to 3 hours. Excitation was carried out at 337 nm, and the ratio of emission of Oregon Green (520 nm) to terbium (492 nm) was determined and used to calculate IC50 values of test compounds.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL1744525";"Nicotinamide phosphoribosyltransferase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886617";"37";"BindingDB Database";"";"2016";""
